"AS45722","INTERSATNET-AS-ID Widya Intersat Nusantara, PT",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},1068,
"AS45298","INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},1013,
"AS58474","MANGONET-AS-ID PT. MATRIXNET GLOBAL INDONESIA",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},999,
"AS133827","IDNIC-UII-AS-ID UNIVERSITAS ISLAM INDONESIA",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},990,
"AS45289","INDOTRANS-AS-ID Indotrans Data, PT",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},977,
"AS56237","UNILA-AS-ID Universitas Lampung",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},940,
"AS55697","USU-AS-ID Universitas Sumatera Utara",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},926,
"AS59276","NOLSPOT-AS-ID PT Jaringan Multimedia Indonesia",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},921,
"AS24211","DETIK-AS-ID PT. Detik Ini JUga",{v: 6.41, f:'6.41%'},{v: 6.41, f: '6.41%'},920,
"AS131743","IDNIC-GBA-AS-ID PT GNET BIARO AKSES",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},920,
"AS45734","IDNIC-METROTV-AS-ID PT Media Televisi Indonesia",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},916,
"AS58486","ITECHNET-AS-ID PT. Intelex Technet Global",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},910,
"AS65515","-Private Use AS-",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},907,
"AS3382","ERX-JUITA-UINET University of Indonesia",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},902,
"AS45786","HTSNET-AS-ID HTSNET - ISP",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},900,
"AS45697","UBAYA-AS-ID Universitas Surabaya",{v: 0.11, f:'0.11%'},{v: 0.11, f: '0.11%'},889,
"AS133817","INTIDATA-AS-ID PT Inti Data Telematika",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},878,
"AS56246","SDI-AS-ID PT Sumber Data Indonesia",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},876,
"AS0","Reserved (ietf)",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},873,
"AS131779","IDNIC-BDSI-DPR-AS-ID Bidang Data dan Sarana Informasi (BDSI) Sekjen DPR RI",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},872,
"AS131728","ANEKASIGNAL-AS-ID PT Aneka Signal",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},866,
"AS133354","IDNIC-AKPA-AS-ID PT Anugerah Karunia Perkasa Abadi",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},863,
"AS131693","IDNIC-KEMENAG-AS-ID Kementerian Agama (KEMENAG)",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},855,
"AS24201","ANDALASMEDIA-AS-ID PT. Andalas Media Informatika",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},853,
"AS131709","IDNIC-UNSOED-AS-ID PENGGUNA DIKS PTH UNSOED",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},851,
"AS24200","CAKRAMEDIA-AS-ID PT. Cakramedia Indocyber",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},850,
"AS46032","GLOBENET-AS-ID Fastel Sarana Indonesia PT",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},845,
"AS38148","QIANDRA-AS-ID QIANDRA INFORMATION TECHNOLOGY PT",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},843,
"AS38490","INDOSATM2-NAP-AS-AP INDOSAT Mega Media (Internet Network Provider) Pt",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},836,
"AS38505","GMNUSANTARA-AS-ID PT Graha Multimedia Nusantara",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},834,
"AS63508","JOGJARINGAN-AS-ID PT DINAMIKA MEDIAKOM",{v: 0.00, f:'0.00%'},{v: 0.00, f: '0.00%'},814,
"AS45292","LIPI-AS-ID Lembaga Ilmu Pengetahuan Indonesia - LIPI",{v: 2.19, f:'2.19%'},{v: 0.00, f: '0.00%'},777,
